,FIS code,Athlete,Year,Nation,Podiums,Wins,Top 10
360,3486519,YAKUNINA Maya,1998.0,RUS,0.0,0.0,0.0
361,3486177,BAYAZITOVA Aida,1998.0,RUS,0.0,0.0,0.0
362,3422161,STADAAS Kasper,1994.0,NOR,0.0,0.0,1.0
363,3422358,ARNESEN Harald Astrup,1995.0,NOR,0.0,0.0,1.0
364,3530910,SCHOONMAKER James Clinton,2000.0,USA,0.0,0.0,0.0
365,3500972,BERGSTROEM Martin,1992.0,SWE,0.0,0.0,0.0
366,3100227,THOMPSON Bob,1991.0,CAN,0.0,0.0,0.0
367,3560141,MARKUN Luka,1998.0,SLO,0.0,0.0,1.0
368,3200435,OLEX Max,1989.0,GER,0.0,0.0,0.0
369,3100412,RITCHIE Graham,1998.0,CAN,0.0,0.0,0.0
370,3200880,SOSSAU Anian,2000.0,GER,0.0,0.0,0.0
371,3100406,CYR Antoine,1998.0,CAN,0.0,0.0,0.0
372,3200832,SCHROETER Jonas,2000.0,GER,0.0,0.0,0.0
373,3483152,FILIMONOV Denis,1999.0,RUS,0.0,0.0,0.0
374,3050256,FOETTINGER Michael,1997.0,AUT,0.0,0.0,0.0
375,3050281,MRKONJIC Lukas,1999.0,AUT,0.0,0.0,0.0
376,3200900,CERVINKA Maxim,2000.0,GER,0.0,0.0,0.0
377,3200669,LEUPOLD Richard,1997.0,GER,0.0,0.0,0.0
378,3100449,GRALL-JOHNSON Pierre,1999.0,CAN,0.0,0.0,0.0
379,3780034,DRUSYS Jaunius,1995.0,LTU,0.0,0.0,0.0
380,3120134,WUERKAIXI Kuerbanjiang,2000.0,CHN,0.0,0.0,0.0
381,3040125,DE CAMPO Seve,1998.0,AUS,0.0,0.0,0.0
382,3040101,BELLINGHAM Phillip,1991.0,AUS,0.0,0.0,0.0
383,3780036,TERENTJEV Stepan,1996.0,LTU,0.0,0.0,0.0
384,3195205,BENTZ Coralie,1996.0,FRA,0.0,0.0,0.0
385,3505828,DYVIK Anna,1994.0,SWE,0.0,0.0,1.0
386,3426456,AMUNDSEN Hedda Oestberg,1998.0,NOR,0.0,0.0,0.0
387,3535659,SONNESYN Alayna,1996.0,USA,0.0,0.0,0.0
388,3155306,SIXTOVA Anna,1996.0,CZE,0.0,0.0,0.0
389,3155231,MORAVCOVA Klara,1983.0,CZE,0.0,0.0,0.0
390,3155356,HAVLICKOVA Barbora,2000.0,CZE,0.0,0.0,0.0
391,3480695,BESSMERTNYKH Alexander,1986.0,RUS,1.0,0.0,3.0
392,3500015,RICHARDSSON Daniel,1982.0,SWE,0.0,0.0,2.0
393,3290245,NOECKLER Dietmar,1988.0,ITA,0.0,0.0,0.0
394,3501741,POROMAA William,2000.0,SWE,0.0,0.0,0.0
395,3481755,VOKUEV Ermil,1992.0,RUS,0.0,0.0,0.0
396,3501577,ANDERSSON Fredrik,1998.0,SWE,0.0,0.0,0.0
397,3150635,KALIVODA Tomas,1998.0,CZE,0.0,0.0,0.0
398,3150462,RYPL Miroslav,1992.0,CZE,0.0,0.0,0.0
399,3150559,BESTAK Jonas,1995.0,CZE,0.0,0.0,0.0
400,3501462,ERIKSSON Jonas,1997.0,SWE,0.0,0.0,0.0
401,3150741,KOZLOVSKY Vladimir,1999.0,CZE,0.0,0.0,0.0
402,3530814,TORCHIA Ian,1996.0,USA,0.0,0.0,0.0
403,3460021,HOGIU Petrica,1991.0,ROU,0.0,0.0,0.0
404,3150694,LUKES Tomas,2000.0,CZE,0.0,0.0,0.0
405,3430257,SKOWRON Michal,1998.0,POL,0.0,0.0,0.0
406,3150669,DUFEK Tomas,2000.0,CZE,0.0,0.0,0.0
407,3425397,HARSEM Kathrine Rolsted,1989.0,NOR,0.0,0.0,0.0
408,3105214,STEWART-JONES Katherine,1995.0,CAN,0.0,0.0,0.0
409,3435192,KOBIELUSZ Magdalena,2000.0,POL,0.0,0.0,0.0
410,3200802,MOCH Friedrich,2000.0,GER,0.0,0.0,0.0
411,3290600,DAPRA Simone,1997.0,ITA,0.0,0.0,0.0
412,3290504,VENTURA Paolo,1996.0,ITA,0.0,0.0,0.0
413,3200786,FAESSLER Josef,1998.0,GER,0.0,0.0,0.0
414,3200219,MAETTIG Valentin,1990.0,GER,0.0,0.0,0.0
415,3295410,MONSORNO Nicole,2000.0,ITA,0.0,0.0,0.0
416,3395139,UUSTALU Aveli,2000.0,EST,0.0,0.0,0.0
417,3482932,ARDASHEV Sergey,1998.0,RUS,0.0,0.0,0.0
418,3530005,NEWELL Andrew,1983.0,USA,0.0,0.0,0.0
419,3530522,KORNFIELD Tyler,1991.0,USA,0.0,0.0,0.0
420,3530760,KEEFFE Noel,1999.0,USA,0.0,0.0,0.0
421,3506075,PERSSON Alicia,1998.0,SWE,0.0,0.0,0.0
422,3505858,MOLANDER KRISTIANSEN Moa,1995.0,SWE,0.0,0.0,0.0
423,3105190,BROWNE Cendrine,1993.0,CAN,0.0,0.0,0.0
424,3506268,BAANGMAN Tilde,2001.0,SWE,0.0,0.0,0.0
425,3422316,RISETH Fredrik,1995.0,NOR,0.0,0.0,0.0
426,3501346,THORN Viktor,1996.0,SWE,0.0,0.0,0.0
427,3500879,ERIKSSON Gustav,1991.0,SWE,0.0,0.0,0.0
428,3290476,PANISI Gilberto,1994.0,ITA,0.0,0.0,0.0
429,3501399,JACOBSSON Hugo,1997.0,SWE,0.0,0.0,0.0
430,3530672,SAXTON Benjamin,1993.0,USA,0.0,0.0,0.0
431,3390188,KORGE Kaarel Kasper,1996.0,EST,0.0,0.0,0.0
432,3501330,HERMANSSON Pontus,1995.0,SWE,0.0,0.0,0.0
433,3500794,ANDERSSON Jens,1990.0,SWE,0.0,0.0,0.0
434,3501457,AFLODAL Gustav,1997.0,SWE,0.0,0.0,0.0
435,3100321,DUMAS Alexis,1995.0,CAN,0.0,0.0,0.0
436,3100287,IZQUIERDO-BERNIER Ricardo,1995.0,CAN,0.0,0.0,0.0
437,3501356,DANIELSSON Filip,1996.0,SWE,0.0,0.0,0.0
438,3501044,BRAENNMARK Viktor,1992.0,SWE,0.0,0.0,1.0
439,3190370,ARNAULT Clement,1990.0,FRA,0.0,0.0,0.0
440,3100283,PALMER-CHARRETTE Evan,1994.0,CAN,0.0,0.0,0.0
441,3500863,ANDERSSON Simon,1991.0,SWE,0.0,0.0,0.0
442,3530772,LUSTGARTEN Benjamin,1992.0,USA,0.0,0.0,0.0
443,3500755,JONSSON Fredrik,1990.0,SWE,0.0,0.0,1.0
444,3505874,VINSA Lisa,1995.0,SWE,0.0,0.0,0.0
445,3675041,SHURYGA Angelina,1996.0,KAZ,0.0,0.0,1.0
446,3485042,IKSANOVA Alija,1984.0,RUS,0.0,0.0,0.0
447,3025001,VILA OBIOLS Carola,1999.0,AND,0.0,0.0,0.0
448,3190358,TIBERGHIEN Jean,1995.0,FRA,0.0,0.0,0.0
449,3120133,BAO Lin,1999.0,CHN,0.0,0.0,0.0
450,3780033,STROLIA Tautvydas,1995.0,LTU,0.0,0.0,0.0
451,3505954,OEHRN Rebecca,1996.0,SWE,1.0,0.0,1.0
452,3535407,RORABAUGH Becca,1989.0,USA,0.0,0.0,0.0
453,3185265,PITKANEN Marjaana,1991.0,FIN,0.0,0.0,0.0
454,3185509,LONKA Katariina,1995.0,FIN,0.0,0.0,0.0
455,3185516,TORVINEN Petra,1994.0,FIN,0.0,0.0,0.0
456,3185562,HAGER Julia,1996.0,FIN,0.0,0.0,0.0
457,3200241,BING Thomas,1990.0,GER,0.0,0.0,1.0
458,3290321,GARDENER Stefano,1990.0,ITA,0.0,0.0,1.0
459,3180091,MANTERE Timo,1983.0,FIN,0.0,0.0,0.0
460,3530711,MARTIN Adam,1994.0,USA,0.0,0.0,0.0
461,3180016,VARIS Kari,1983.0,FIN,0.0,0.0,0.0
462,3180860,SARKKINEN Joonas,1994.0,FIN,0.0,0.0,0.0
463,3180838,AHONEN Ville,1994.0,FIN,0.0,0.0,0.0
464,3180870,MAKELA Juuso,1994.0,FIN,0.0,0.0,0.0
465,3180600,NIKANDER Aku,1990.0,FIN,0.0,0.0,0.0
466,3180579,KINNUNEN Miikka,1991.0,FIN,0.0,0.0,0.0
467,3426496,MYHRVOLD Mathilde,1998.0,NOR,0.0,0.0,1.0
468,3505405,FALK Hanna,1989.0,SWE,0.0,0.0,0.0
469,3426562,ENGEBRETSEN Martine,1998.0,NOR,0.0,0.0,0.0
470,3535636,MILLER Kaitlynn,1991.0,USA,0.0,0.0,0.0
471,3423291,LARSEN Thomas Helland,1998.0,NOR,0.0,0.0,0.0
472,3422477,NORTHUG Even,1995.0,NOR,0.0,0.0,0.0
473,3422245,ULVANG Joergen Saeternes,1994.0,NOR,0.0,0.0,0.0
474,3424269,EVENSEN Ansgar,2000.0,NOR,0.0,0.0,0.0
475,3290535,ARMELLINI Mattia,1997.0,ITA,0.0,0.0,0.0
476,3425896,THEODORSEN Silje,1994.0,NOR,0.0,0.0,0.0
477,3486003,VASILIEVA Lilia,1994.0,RUS,0.0,0.0,0.0
478,3425772,BJOERNSGAARD Marthe,1993.0,NOR,0.0,0.0,0.0
479,3665059,LUKONINA Ina,1994.0,BLR,0.0,0.0,0.0
480,3421269,STOCK Daniel,1992.0,NOR,0.0,0.0,0.0
